"id","code","name_gr","boundary"
58,fake_code1,Άγιος Βασίλειος,"POLYGON ((21.797965305095925 38.31250429996125, 21.800538734006967 38.31248676407079, 21.803132040717514 38.31427147780066, 21.80830152515305 38.31626371259169, 21.811454514442453 38.316917856239144, 21.81347632441332 38.31870629067821, 21.815764003000105 38.31869040136187, 21.816060064860185 38.319589561326104, 21.819775047268905 38.31933834904608, 21.824046621917923 38.31773128100011, 21.825762353507017 38.31771921383223, 21.826625335184357 38.318163744368945, 21.827212608959126 38.31951143234271, 21.828928381130385 38.31949931839132, 21.82979653932384 38.32039439803541, 21.834039555546198 38.31630881716817, 21.834595957866714 38.31495303058044, 21.833730387212192 38.314283272077475, 21.829443833901276 38.31453896878238, 21.828851431658887 38.31274071720157, 21.827985939747762 38.312070915152525, 21.82626778572029 38.31185772633391, 21.826242222362534 38.309604855695156, 21.823924247839024 38.30691749869394, 21.822778050799364 38.30670023902404, 21.821070197378486 38.30738812213614, 21.81994175659218 38.30874784728092, 21.81850455791663 38.308081969309605, 21.819347103243214 38.30672425516616, 21.820490752882183 38.3067162609339, 21.82105241813294 38.30581110951492, 21.82248196157653 38.3058010944011, 21.82418721492378 38.30488790371699, 21.82416936978618 38.303310891656835, 21.825583541796664 38.30194911462735, 21.825573328204694 38.301047964795984, 21.824414470700535 38.29970428218164, 21.825259363147634 38.29857181359552, 21.827822042233116 38.29765253460533, 21.827799003535297 38.29562494694333, 21.826361995887343 38.294959161649615, 21.8260684671942 38.29428531196046, 21.824064876265837 38.29407409805506, 21.822934148981215 38.29520856426841, 21.821507353788995 38.29544387049284, 21.82066243791753 38.29657631290136, 21.819235608179447 38.29681159182319, 21.816414742011272 38.30021084295221, 21.81586315402322 38.30201712519947, 21.81644756863155 38.303139586533284, 21.815316583205654 38.30427398048512, 21.815331715186925 38.30562570790809, 21.812194257831898 38.30632339050004, 21.811033050364983 38.30475428693426, 21.80845239918195 38.30409618512861, 21.807559720826898 38.30094805546752, 21.808979165688317 38.30003705211327, 21.811838033853668 38.30001730123082, 21.812680613728766 38.29865963277615, 21.814671704525452 38.297744598948945, 21.8157698075439 38.29368146366401, 21.814330427976248 38.292790240701734, 21.81261276609952 38.29257684562251, 21.811165922744234 38.29100971710122, 21.809731658603376 38.29056901358794, 21.79766456037537 38.31115451319821, 21.797965305095925 38.31250429996125))"
59,fake_code2,Άγιος Στέφανος,"POLYGON ((21.769642881204327 38.20296866740143, 21.7684937370036 38.20230026565564, 21.769331290632984 38.20049230058315, 21.771325036058258 38.20002859869394, 21.77188176034631 38.19867307983158, 21.756409176725416 38.19336633986638, 21.749859461987082 38.1949855272018, 21.750231180954486 38.20628622273768, 21.750269503024956 38.206429353004786, 21.750449544931143 38.2075653135614, 21.75028205500922 38.20760281922589, 21.75139442942926 38.2079773808311, 21.751993728838013 38.207792972908884, 21.75493960300508 38.20703366854274, 21.755136965342984 38.207940389839074, 21.75506389109203 38.20921286887482, 21.756171455652314 38.20958574897345, 21.759623498825192 38.210150579970595, 21.76025796322977 38.21070675151807, 21.760729584999122 38.211120168278036, 21.76229938232358 38.21164855848088, 21.766228851613114 38.21077867969523, 21.766387796497803 38.209352773723296, 21.764432712791265 38.20983153325847, 21.763197311839225 38.208348249898364, 21.763469627046458 38.20642583274136, 21.763983840190463 38.20628591476154, 21.766757984794065 38.207322336604506, 21.768127358352267 38.20723045147355, 21.77050206690318 38.2066149246768, 21.770736445076373 38.206560219227356, 21.773918367509737 38.20226463077367, 21.773913597298016 38.20181404251589, 21.772483692012322 38.20159815004504, 21.770773042261613 38.20183470345023, 21.769642881204327 38.20296866740143))"
60,fake_code3,Αμπελόκηποι,"POLYGON ((21.75757970572837 38.26448729922222, 21.75864381963376 38.26419286235406, 21.759579303172675 38.26440051998056, 21.759965426353546 38.264209328577266, 21.760968245336112 38.26368723967408, 21.761861210286217 38.26340564713278, 21.762247541430106 38.263777098175915, 21.764200009583025 38.26293850749296, 21.76340512217996 38.2618150012768, 21.763388432093848 38.261594053219866, 21.761339319233507 38.26221514469475, 21.76133418107046 38.262172526945726, 21.761297765001835 38.26187075571839, 21.761340670291865 38.26222635084364, 21.761074022842788 38.26247692925465, 21.760281095746986 38.26259816639367, 21.760246262201207 38.26254643424181, 21.75685348609077 38.26358338792643, 21.756652072269773 38.26396568021323, 21.75710086845705 38.26444114258368, 21.75757970572837 38.26448729922222))"
61,fake_code4,Άνω Καστελόκαμπος,"POLYGON ((21.801344438724154 38.28175300219618, 21.79991821216514 38.28202270416876, 21.79993114464645 38.283201142179244, 21.801367682797775 38.28386725781511, 21.80392518929046 38.2824979220862, 21.803629435558726 38.28159872252649, 21.801344438724154 38.28175300219618))"
62,fake_code5,Αραχωβίτικα,"MULTIPOLYGON (((21.85352100123679 38.31932292741791, 21.85493227733867 38.31773551781118, 21.85463045575761 38.3163858907906, 21.853192795703052 38.31572044418661, 21.850624551072887 38.316189707482536, 21.849777227470284 38.31709706775126, 21.849787746525752 38.31799820953034, 21.851521919735905 38.319562762834934, 21.85039650066819 38.32114805904358, 21.84528048772924 38.32388869526017, 21.843278641077788 38.32390310621546, 21.84155756159528 38.32346485989905, 21.841534118991344 38.32143728828223, 21.840668407238013 38.320767583342274, 21.83781393118402 38.321238618124156, 21.836072245716988 38.31899800112102, 21.833496029965566 38.31879103285262, 21.833202335460797 38.31811720558296, 21.834614036286204 38.31653003533725, 21.834892235417744 38.315852141096734, 21.83460112298526 38.315403603412214, 21.834239862721052 38.315820734309185, 21.834039555546198 38.31630881716817, 21.832699706990518 38.31759901690177, 21.830085073785412 38.320617660916724, 21.83209713822825 38.321504621501035, 21.83239083679741 38.322178451113125, 21.833248753316187 38.322172359044366, 21.834704449579533 38.32441505263552, 21.837296418578237 38.32597370706864, 21.83759796261905 38.32732337975839, 21.839909299715305 38.32933458732683, 21.842210334391506 38.33044460569771, 21.842218157132997 38.33112046182456, 21.84593886007047 38.331318985952116, 21.847361024776596 38.33063280658235, 21.848195403445185 38.32859903821631, 21.85133872518112 38.328350957939506, 21.852747580937095 38.32653828949467, 21.855308231970877 38.325393121995766, 21.854675419165893 38.320215738003526, 21.85352100123679 38.31932292741791)), ((21.84861540350031 38.34008649777375, 21.852047898305376 38.34006160738301, 21.85289281392273 38.33892894700436, 21.854887126288133 38.33823851415023, 21.855151973643842 38.33643415363776, 21.851147598861505 38.336463286346216, 21.848869897100982 38.337381011235905, 21.84946563493966 38.33940443076871, 21.84861540350031 38.34008649777375)))"
63,fake_code6,Βραχναίικα,"MULTIPOLYGON (((21.655020587525428 38.125255342721395, 21.65616749279645 38.125924884665274, 21.66015849097884 38.125677210954784, 21.66100601022629 38.12477118891438, 21.66099585295464 38.12364467542987, 21.660421379192666 38.12319727799018, 21.65528767601842 38.123226025512594, 21.654725312575458 38.12413041784139, 21.655020587525428 38.125255342721395)), ((21.633166100102475 38.137767442544444, 21.633726884790214 38.136637848810444, 21.632576122555278 38.135517481614016, 21.630579336754174 38.13552821759197, 21.628599944278875 38.13756665257291, 21.628611541506476 38.13891847414048, 21.630623933743152 38.14071019838792, 21.63233364102105 38.14047569315398, 21.633466946447104 38.139568331494, 21.633166100102475 38.137767442544444)), ((21.67644871952159 38.16005746597027, 21.671856270407776 38.15715476280597, 21.667857439218647 38.1567269447858, 21.66672225080513 38.157409333023324, 21.66443954314521 38.15742226950853, 21.663023050736975 38.158556838813034, 21.661023614791063 38.15834279666042, 21.658465663719078 38.15948373016956, 21.655604123718824 38.15859848757902, 21.65301995511643 38.15681038113095, 21.651305929794646 38.15659458590986, 21.650431910186253 38.15457161214545, 21.652417163969908 38.153208722399135, 21.652403114383436 38.151631608397715, 21.651541151231154 38.15096045356419, 21.649543951896188 38.15097151567212, 21.64840867870042 38.15165372829628, 21.646393562933678 38.14963701627827, 21.644967016414814 38.14964485850015, 21.64383172033797 38.1503270272334, 21.643564226152364 38.15235631279296, 21.642151454765 38.153941238124695, 21.64100620537134 38.15349686774747, 21.63958351758509 38.1539552502405, 21.63444568597251 38.153757803313596, 21.633005423715403 38.15218838126849, 21.63072286355333 38.15220066103553, 21.629288519064474 38.15130710118562, 21.627002127065317 38.15086870214448, 21.625560156463518 38.1490738828643, 21.626398739883665 38.14704159127821, 21.625246000003195 38.1456958512612, 21.622109666355602 38.145937818367024, 21.620154557960046 38.150905057333084, 21.62158304802361 38.15112281965923, 21.62216707873549 38.152696921776844, 21.624742668467405 38.15358450357717, 21.628478972945466 38.15671895598783, 21.633615050455344 38.15669135949726, 21.634762259379745 38.157361104259664, 21.639042356780745 38.15733789348023, 21.64131915348683 38.15664954367242, 21.642181091739154 38.157320773119395, 21.642190971832918 38.158447284346664, 21.644485620585222 38.15978659257233, 21.650477942603167 38.15975355597086, 21.650769298758856 38.1604278805107, 21.65219605370539 38.16041996593683, 21.653628842365478 38.16108793890768, 21.65364091151836 38.1624397484225, 21.65594396788333 38.164680034539245, 21.657376874024003 38.16534796023211, 21.65880777840023 38.165790566933936, 21.665085945672768 38.165755179313244, 21.670807813783284 38.167299821884086, 21.673971850820188 38.169985453396386, 21.67571537465144 38.17335511645339, 21.684249979153606 38.17037663935735, 21.68339171166572 38.170156325019526, 21.68280622423947 38.168582545566025, 21.68194588292023 38.168136920333914, 21.678808798849555 38.16838040787221, 21.678517152690063 38.16770615651007, 21.680485473427847 38.16454039489247, 21.68047500191245 38.163413893550185, 21.67932519514173 38.16251930041363, 21.676756976325137 38.162534128070774, 21.67644871952159 38.16005746597027)))"
64,fake_code7,Γηροκομείο,"MULTIPOLYGON (((21.771857013927153 38.222725429859814, 21.771127814336545 38.22354914122295, 21.768933778091352 38.22547379548893, 21.77042868854836 38.22538771867579, 21.77175383149405 38.225163892276115, 21.772177288800084 38.225281787048516, 21.773619856061952 38.226078142591994, 21.77506151772463 38.22629590529671, 21.775294019648758 38.226546177260914, 21.775530607956718 38.22721144563729, 21.773298868854805 38.22919555948571, 21.77069039499077 38.22985896684112, 21.768454945219883 38.230273100989464, 21.767483225024733 38.232589474398516, 21.765436968140925 38.23216621049837, 21.76469184278388 38.232851912664756, 21.76571606137507 38.234003962082944, 21.76548553224202 38.23443440758043, 21.764904875692388 38.23454725094039, 21.76429408714082 38.23413942861966, 21.764022094964428 38.234201322107815, 21.764006953550123 38.23420306818928, 21.763992051379542 38.23420580551884, 21.76397748956084 38.234209515298645, 21.76396337176157 38.234214169768684, 21.763949796023432 38.234219738358604, 21.76376572369088 38.23434449461084, 21.764015099931203 38.235264250766896, 21.764126864699424 38.23525577501138, 21.764142639085996 38.23537344762426, 21.764134886052645 38.23551114905868, 21.76414179014681 38.23557379084079, 21.764258020697426 38.235860931370475, 21.764310772173797 38.23596091382259, 21.764151070610954 38.23601480647227, 21.7641121938362 38.23595712948728, 21.764544108217304 38.238259055016215, 21.764633928140267 38.23825591411858, 21.764710400607125 38.23825332711515, 21.764743631958545 38.238256386902066, 21.764847138735696 38.23825835896713, 21.76513656948371 38.238593680528325, 21.76587473935379 38.23867289497695, 21.765209473405754 38.239730101485364, 21.764816135470994 38.239944196430265, 21.765158909321567 38.24177118060168, 21.765478206486954 38.242012395608484, 21.765476702201248 38.24219881839446, 21.76547488682083 38.24242379451241, 21.76650240549092 38.244188664903284, 21.766649352217048 38.24421982468063, 21.769536940722777 38.247129933209465, 21.7694721601256 38.24728754974596, 21.769539316183796 38.247355225831356, 21.77010830531116 38.24712618520359, 21.770374963673312 38.245321969227355, 21.773493514692902 38.243048373866195, 21.773764852084472 38.241694735241204, 21.77547163635316 38.241007544882876, 21.776033372420873 38.24010259835806, 21.775726172968557 38.23807685338517, 21.77629267484823 38.23762249075132, 21.775707023623784 38.23627451193823, 21.77883223358788 38.23467665519069, 21.77852978596959 38.233101501663384, 21.78022669610681 38.23151307308602, 21.776715386251396 38.22365055237896, 21.769259194725002 38.220770635727526, 21.768116877572155 38.22077811635739, 21.766519768008994 38.222272946700265, 21.765983409968115 38.22402698448875, 21.766944679210354 38.2247038037757, 21.76915318537453 38.22252024471107, 21.77046693549462 38.22163774431497, 21.771857013927153 38.222725429859814)), ((21.766416739705583 38.24404152867251, 21.766414268499208 38.24404203308192, 21.766500395294912 38.24418823864353, 21.76650240549092 38.244188664903284, 21.766416739705583 38.24404152867251)))"
65,fake_code8,Δασύλιο,"POLYGON ((21.74980859635514 38.24568048042061, 21.744099625747477 38.24616743389203, 21.743505597667042 38.24827456490415, 21.7435247002254 38.24828977485124, 21.742564659492007 38.248529769451736, 21.742710538453164 38.24856206634902, 21.74294552370338 38.248530926613086, 21.743064521164584 38.24847491251085, 21.743254686166576 38.2484934479176, 21.74349499204008 38.24831218398195, 21.74327241178521 38.249101686481694, 21.744923512837495 38.24973967130088, 21.744965178287366 38.2497358196714, 21.745872149386216 38.24962660602977, 21.74620755439778 38.24987430879565, 21.752126522503826 38.248819965835075, 21.751705066441932 38.24824915398831, 21.74981322527182 38.24613106782966, 21.74980859635514 38.24568048042061), (21.74958848597904 38.24838639789284, 21.748348974578764 38.24864058598488, 21.747266805215347 38.24826983051522, 21.74759862720802 38.247166469898424, 21.748323332957316 38.24701558339468, 21.74869174324702 38.247663937138164, 21.749986274163994 38.247781024989024, 21.750169287526987 38.24843139308336, 21.75002936132481 38.248839915085284, 21.74958848597904 38.24838639789284))"
66,fake_code9,Δεμένικα,"POLYGON ((21.73402531637376 38.20607651027218, 21.735930515784172 38.205638432942564, 21.736934486432467 38.2052381959916, 21.73655055012737 38.20456275773003, 21.735401700951417 38.20320858733164, 21.736655244822007 38.2028706620509, 21.737295614429456 38.20294567900848, 21.738245885043142 38.20331733312281, 21.739409497744553 38.20311987891316, 21.74092782396412 38.20348218646349, 21.74277208963176 38.20379053187732, 21.744306785379372 38.203744779108625, 21.745474828450995 38.20404133631365, 21.74619957953817 38.20393027605571, 21.74715473231953 38.2041193584385, 21.749059294276215 38.204681827406006, 21.747842341575893 38.20445198560558, 21.74629539883966 38.20400987212414, 21.74553125939153 38.20405582233434, 21.744510886097366 38.20443346790905, 21.742941353927417 38.20481620071265, 21.742830557651022 38.2051312742023, 21.740743604746324 38.20530959691947, 21.740369099104214 38.206100467573755, 21.74050798700114 38.20655359996553, 21.74251949543014 38.206439084631846, 21.742442281696984 38.20598560102159, 21.744046160262574 38.20574910635038, 21.748733808744255 38.205823105723354, 21.750049187993064 38.20560648356893, 21.750231180954486 38.20628622273768, 21.74987109368694 38.195339211313154, 21.749571672687217 38.19476205449108, 21.743841462757704 38.19277070369753, 21.742414104746416 38.19277973800461, 21.725343864845076 38.19874451515099, 21.725386337334456 38.203025152026804, 21.728263909216665 38.20526044015027, 21.72828384667675 38.20549010311579, 21.731391193675346 38.20625695200258, 21.73195179976711 38.20633452008805, 21.733217898842607 38.2063745277028, 21.73402531637376 38.20607651027218))"
67,fake_code10,Θέα,"MULTIPOLYGON (((21.73107766853215 38.14395824632728, 21.729640038200483 38.1428406225608, 21.72678949419366 38.14308360793523, 21.725380946174393 38.144894816222795, 21.725111271282923 38.146473669428346, 21.72312312176361 38.147387176734284, 21.723713748249303 38.14941135143019, 21.726281481026327 38.149395501548426, 21.727409269804937 38.14803664764831, 21.729696143316012 38.14847308722644, 21.731115895004105 38.147788320937785, 21.73107766853215 38.14395824632728)), ((21.72236500752371 38.157305585664226, 21.72521612078276 38.157062702550235, 21.7257823213561 38.1566085806091, 21.725766690048804 38.1550314918739, 21.723470729940548 38.15369378380782, 21.72147570582742 38.153931368398325, 21.72091171662136 38.15461076852616, 21.721504563601474 38.15686025046341, 21.72236500752371 38.157305585664226)), ((21.744082418172145 38.16032436618186, 21.74237034789176 38.16033520104247, 21.740674231754422 38.16192309299331, 21.74211697558041 38.16349116707208, 21.744659982663737 38.160996640764324, 21.744082418172145 38.16032436618186)), ((21.70901752572071 38.16392097750656, 21.711012865326197 38.16368360187042, 21.71185799160479 38.162551921740466, 21.711563876575422 38.16165245567067, 21.710701258506518 38.16098174258233, 21.70870381037144 38.160993813289686, 21.707856474179092 38.161900172284554, 21.708157083056395 38.16347554497485, 21.70901752572071 38.16392097750656)), ((21.736729191511273 38.16690476568964, 21.739573795667663 38.16598563903397, 21.739544205540398 38.163056773339136, 21.740388880320218 38.1619248923194, 21.738094710840056 38.16081277419046, 21.736640772457122 38.15811815989761, 21.73378062912877 38.15746012873071, 21.732356209887442 38.157694331801196, 21.731221617698676 38.158377337541744, 21.73095202400946 38.15995619978282, 21.72867375279047 38.16042098154944, 21.727539083827217 38.16110395216994, 21.72726268702196 38.162006911934164, 21.724982096482805 38.16224632466334, 21.72328110350576 38.16338337276889, 21.72155562991885 38.162042115099425, 21.720414217306388 38.162049122456864, 21.71927944501653 38.16273201410533, 21.718421166135496 38.1625119556575, 21.717543018690392 38.16026420357558, 21.718673346593704 38.15913073142509, 21.718662289607224 38.158004238233836, 21.71722015353215 38.156435868445314, 21.715220631618013 38.15622274990762, 21.712090755089417 38.15714301783396, 21.711820752266664 38.15872184053002, 21.714428390552225 38.16276162520406, 21.711888664599584 38.165706104363046, 21.710749380045364 38.16593831707716, 21.70931816852193 38.16549634635872, 21.707897868015312 38.166180852474355, 21.707625566208023 38.16753436549592, 21.70907208640749 38.1695534474244, 21.70908081752993 38.17045464210245, 21.711372669783106 38.171342028119895, 21.71335941894201 38.17020341710555, 21.715089341878677 38.171995389549146, 21.717087087457987 38.171983207286104, 21.71765345303227 38.171529124035956, 21.71908704558698 38.17219628913967, 21.721082574992035 38.171958740816834, 21.72192986034582 38.17105228840274, 21.722478396088153 38.16879579792878, 21.72389415130705 38.16766052057962, 21.72504234580337 38.1683293724088, 21.725060200940153 38.170131755697184, 21.725635437274835 38.17057882587826, 21.72763313954415 38.170566464598174, 21.728484812171562 38.170110561111514, 21.728754493022155 38.16853170633485, 21.729887017816772 38.16762342605526, 21.73103076512174 38.16784162343199, 21.73161052326206 38.168739259571964, 21.733325051576596 38.16895387709279, 21.735884403501213 38.16803662059416, 21.736729191511273 38.16690476568964)), ((21.701392642093996 38.17230330861233, 21.701952625746536 38.171173403239216, 21.703654134054947 38.170036660565074, 21.703355757813434 38.168686576419574, 21.703922184433114 38.16823255856076, 21.70390918420555 38.16688076447355, 21.70247366982711 38.165988111964516, 21.70019717716918 38.166677643593, 21.699931194453047 38.1687070375719, 21.69794427310037 38.169845423313966, 21.69824685387802 38.171646120143755, 21.70025322027422 38.172535420556365, 21.701392642093996 38.17230330861233)), ((21.710281404189047 38.17653080251956, 21.709122295683958 38.17473531490639, 21.707407697034096 38.17452034484354, 21.70627043531483 38.174977813837465, 21.708566760243016 38.17631584989332, 21.710281404189047 38.17653080251956)), ((21.71799631640749 38.177385129184664, 21.716580282803463 38.178520336332255, 21.7168789454894 38.179870381816926, 21.71745420999189 38.180317491075535, 21.720580565480084 38.17894647911572, 21.719423381850156 38.17737639467551, 21.71799631640749 38.177385129184664)))"
68,fake_code11,Κοκκινος Μύλος,"POLYGON ((21.702826420103616 38.202711756020115, 21.703691633889452 38.20360781576908, 21.7068344911819 38.20381424597764, 21.708268624739592 38.20448153429085, 21.71288967060039 38.20986101390653, 21.714901675062364 38.21120063987893, 21.715186173607066 38.210978836519416, 21.715185015570647 38.210973603801804, 21.715223538525166 38.210949705589336, 21.715480948524625 38.21074901926138, 21.715321887184746 38.21065845313764, 21.713838032624036 38.209814605295264, 21.713655592508317 38.20955527652297, 21.712179052191825 38.208361732153556, 21.710576598741415 38.20613484177554, 21.71021589542785 38.20579421490513, 21.71107859541028 38.204823935133376, 21.713927234776232 38.20745475385918, 21.719142505354895 38.203912011512, 21.71978919736302 38.20436876161123, 21.72018512936276 38.2038748331223, 21.72191539275925 38.20345409741383, 21.722404598903182 38.20292361260158, 21.723366761980405 38.20357743708606, 21.723752150421742 38.204114337662, 21.723836827067792 38.20423263465767, 21.725386337334456 38.203025152026804, 21.72509188575667 38.202125729300285, 21.702826420103616 38.202711756020115))"
69,fake_code12,Κουκούλι,"POLYGON ((21.76574723493105 38.21268246049508, 21.765554388606443 38.21262030525382, 21.76144961429321 38.21366709758764, 21.75674533488238 38.21486655820249, 21.756229961000084 38.21412797424279, 21.75806715548187 38.21678394739648, 21.76051682066102 38.2202700557532, 21.76076037774754 38.22123242140727, 21.760797029445463 38.223046753815005, 21.760785854723707 38.22312996440024, 21.76669843844068 38.22168862660652, 21.766674427556435 38.22176715185393, 21.76767032390038 38.22119608094588, 21.768116877572155 38.22077811635739, 21.76840245690005 38.22077624724193, 21.768392978286403 38.2198750723695, 21.76574723493105 38.21268246049508))"
70,fake_code13,Κρήνη,"MULTIPOLYGON (((21.743562070012956 38.16528451950558, 21.746418009445055 38.16549171358799, 21.748404046356217 38.164352515742884, 21.74838792339 38.162775437123926, 21.747228109601455 38.16098032881219, 21.744657691104027 38.16077134352371, 21.74455805874337 38.16087800429322, 21.744659982663737 38.160996640764324, 21.74211697558041 38.16349116707208, 21.742126111590597 38.164392356083276, 21.743562070012956 38.16528451950558)), ((21.75252880696889 38.176943590047884, 21.75082097494585 38.17740514463848, 21.74910389453305 38.176965489072046, 21.746542103869515 38.17765773733109, 21.744256512222545 38.17744693498337, 21.74340714420965 38.178128248810836, 21.743420879409836 38.17948002850123, 21.744880091494625 38.182625134968845, 21.743183521682745 38.184213061930635, 21.74406046129269 38.18623530586052, 21.743210990733225 38.186916618323615, 21.74178146192594 38.18670034741339, 21.74148002697055 38.18512507533356, 21.74090686122336 38.18490338254507, 21.743270519629842 38.19277431950234, 21.743841462757704 38.19277070369753, 21.749571672687217 38.19476205449108, 21.749674468019897 38.19496020147663, 21.752136347352533 38.19429503178657, 21.75252880696889 38.176943590047884)))"
71,fake_code14,Μιντινόγλι,"POLYGON ((21.71747188586853 38.18211987368765, 21.715190634418217 38.182359101987075, 21.714345336128787 38.18349080405551, 21.713491221865052 38.18372130844657, 21.711774208219342 38.18328110668362, 21.71090695133965 38.182159803917955, 21.70947760498214 38.18194313765435, 21.708612581427225 38.1810471154422, 21.706897835944595 38.180832139598536, 21.707165841608454 38.17902803388492, 21.710002552357192 38.177208423638085, 21.70999818001374 38.176757826926185, 21.709076518241783 38.17637975735468, 21.708566760243016 38.17631584989332, 21.707724764721778 38.17582524201778, 21.70512664616075 38.17475937592318, 21.69999153070556 38.17501541069076, 21.69883269769168 38.173219818360934, 21.700044221516393 38.1724427867245, 21.69824685387802 38.171646120143755, 21.698255452356456 38.172547316596436, 21.69625982679366 38.172784477840956, 21.695124660607313 38.17346713862728, 21.692551801799308 38.173031716750714, 21.69141446797853 38.173489042648, 21.691316406850024 38.19331703596783, 21.692750194311653 38.193984518374464, 21.693042079601486 38.194658729127696, 21.69504473663393 38.19509751280139, 21.69562642061754 38.196220622991454, 21.716672979735268 38.18798284349456, 21.717485143811594 38.183471660278144, 21.71747188586853 38.18211987368765))"
72,fake_code15,Νέο Σούλι,"MULTIPOLYGON (((21.804328626072362 38.189442878403575, 21.80291124686302 38.19035381939254, 21.80292608789832 38.19170557726686, 21.804363316696776 38.192596979010595, 21.80663959475197 38.19190543275232, 21.80661971527119 38.19010309055608, 21.805470443719408 38.189435050796405, 21.804328626072362 38.189442878403575)), ((21.810810969997448 38.20764836209089, 21.809961884712042 38.2083301509634, 21.810272390214106 38.21058109921605, 21.811136501633076 38.21125105872371, 21.814835948163893 38.21009889309918, 21.814820877068733 38.208747143447916, 21.81280964498058 38.20763454063787, 21.810810969997448 38.20764836209089)), ((21.77373541413824 38.206011343538464, 21.775243208636443 38.207414225069655, 21.775921181852596 38.20836332851606, 21.776872847433236 38.210171612844086, 21.777071144946955 38.21190506522065, 21.77605972708405 38.21281291979275, 21.774859356136147 38.2132201934267, 21.775311099676163 38.214871998161314, 21.771573873680193 38.215946184766544, 21.767698304168718 38.21207349888407, 21.766195033707522 38.212456913455156, 21.76603278277851 38.21268059747624, 21.767147856326176 38.216490323046536, 21.768392978286403 38.2198750723695, 21.76840245690005 38.22077624724193, 21.769259194725002 38.220770635727526, 21.77614181240287 38.22342903741814, 21.779842443363567 38.222277964442455, 21.780406391630954 38.22159828929221, 21.782119881450495 38.22158688458803, 21.786955348498573 38.219752093752916, 21.78608650561419 38.21863137021444, 21.78465623697788 38.218415630582456, 21.780399171368686 38.22092241016487, 21.77895686226926 38.21958013580271, 21.779220809990992 38.21755060148474, 21.782923508698406 38.216624727111714, 21.78464413919486 38.21728916585805, 21.786355101461627 38.2170524075043, 21.7877974941979 38.218394590599104, 21.78923020477979 38.21883558452181, 21.79065561785896 38.21860068300305, 21.794353319417134 38.217223864216884, 21.79292061078623 38.21678293269937, 21.792627716606876 38.216108983594886, 21.793760164209964 38.215200095102716, 21.794031030717868 38.21384640846138, 21.795729613161996 38.21248305172394, 21.795719800393876 38.211581881457235, 21.79427984911082 38.21046508699726, 21.794265158001117 38.20911333060268, 21.79339633330891 38.20799265899628, 21.792244454114243 38.2070992006231, 21.789955389330157 38.20666400732704, 21.789913999313526 38.20283402355978, 21.788479170116226 38.202167740083425, 21.787898446839492 38.2012704001762, 21.785328929706928 38.20128761668891, 21.784201422033846 38.202647011906905, 21.781068060536292 38.20334382954498, 21.778798378714008 38.20471076645339, 21.777653918292064 38.2044930434055, 21.776778220253963 38.20269636283121, 21.77933097950963 38.20110227601319, 21.778733578169987 38.19862783158408, 21.775322006283375 38.20000227063687, 21.77534112125067 38.201804623414034, 21.773913597298016 38.20181404251589, 21.773918367509737 38.20226463077367, 21.770736445076373 38.206560219227356, 21.77261720197084 38.2061212180048, 21.77373541413824 38.206011343538464)), ((21.79633016524415 38.215182688735815, 21.796628002200624 38.21630721309606, 21.802319404342303 38.214465978814296, 21.80058387487781 38.21245004633973, 21.798297056257944 38.212240310872296, 21.797447800018645 38.21292201057535, 21.79633016524415 38.215182688735815)))"
73,fake_code16,Οβριά,"POLYGON ((21.738052449710633 38.18492135935015, 21.736611630688884 38.183578541226524, 21.73432361765548 38.183142250471576, 21.73316155775945 38.1811217121653, 21.73087139056459 38.18046005582919, 21.729426298838273 38.17866655170909, 21.72743061621215 38.178904243126105, 21.724569736643524 38.178245997285934, 21.72315156300798 38.179155985069954, 21.723742460785008 38.181180146155704, 21.722897309114092 38.18231190856164, 21.722043236498557 38.182542474803576, 21.72118027427902 38.181871844478266, 21.717474095464063 38.18234517147467, 21.717485143811594 38.183471660278144, 21.716808347070764 38.18723098018579, 21.716675187334644 38.188208141095465, 21.72476840595796 38.198297447876605, 21.725648715264526 38.1986380228462, 21.742414104746416 38.19277973800461, 21.743270519629842 38.19277431950234, 21.742595135396446 38.190525486830495, 21.74033141873242 38.18445639036405, 21.738052449710633 38.18492135935015))"
